text,hate_label,source,profanity_score,language,dataset_version,combined_date,text_length,word_count
RAMJI ne ayodhya pahle bhi vanwaas le liya that bjp RSS ko Kyu aag laga Kar wahi mandir ke name par khoon bahana hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,116,24
Kasmir m Hindu ko maara kaata rape hue dharm change kr aaye vo bhi india k muslim h,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,83,18
"

प्रधानमंत्री  ने नागरिकों से महात्मा गांधी द्वारा असहयोग आंदोलन के दौरान बोए गए बीज को  के रूप में एक बरगद के पेड़ में बदलने का आग्रह किया

   ",0,hindi_dataset,0,hindi,v1.0,2025-09-11,145,27
this article is sourced mainly by election manifesto bbc radio jersey website news and the jersey evening post the main newspaper for jersey no personal information about the individuals family even if it appears on the manifesto and is therefore in the public domain is mentioned here in order to preserve privacy,0,english_dataset,0,english,v1.0,2025-09-11,314,52
ghar jalana aur rape krna idians k kaam hai. Hum Allah ka shukar hai aisay kaam nai krtay.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,90,18
Oh maadarchod ke bachey praful naukar. How is Modi hate Anti India? Rundi ke bachey,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,83,15
swine is an apt alternative to naming pigs they are fucking gross,0,english_dataset,0,english,v1.0,2025-09-11,65,12
i dislike when people say all women are dogs,0,english_dataset,0,english,v1.0,2025-09-11,44,9
seychelles there is some discrepancy over the duration of stay granted by seychelles to canadian citizens the canadian government states that a visa is required for stays less than days while timaticweb states that a s can be obtained arrival for a max stay of month which source should this article stick to,0,english_dataset,0,english,v1.0,2025-09-11,308,53
Wah hate speech ini namanya. https://twitter.com/Babeh_Helmi/status/819229271507861504 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,88,7
new pictures wouldn t it be better if someone put ek polish through an updated ek coin picture up there,0,english_dataset,0,english,v1.0,2025-09-11,103,20
football then game of thrones chill eve,0,english_dataset,0,english,v1.0,2025-09-11,39,7
the main argument is that an ex gay organization is an organization that is mainly concerned with converting homosexuals to heterosexuality and or an organization that defines itself as an ex gay organization aesthetic realism is not either of those things,0,english_dataset,0,english,v1.0,2025-09-11,256,41
जम्मूकश्मीरः बडगाम के कावूसा इलाके में पुलिस और सुरक्षाबलों की आतंकियों के साथ मुठभेड़। बाकी जानकारी का इंतजार।,0,hindi_dataset,0,hindi,v1.0,2025-09-11,111,18
this wicca lame,0,english_dataset,0,english,v1.0,2025-09-11,15,3
ज्यादातर अंग्रेज़ों का दिमाग चुदा हुआ होता है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,44,8
मुस्लिम शासन का नामोनिशान नहीं सेना में ये बस सरकार को गाली देने के बहाने हैं,0,hindi_dataset,0,hindi,v1.0,2025-09-11,77,16
" देश की पहली महिला हृदय रोग विशेषज्ञ डॉ पद्मावती ने  साल की उम्र में तोड़ा दम
   
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,82,16
please stop if you continue to vandalize wikipedia as you did to busted you will be blocked from editing,0,english_dataset,0,english,v1.0,2025-09-11,104,19
to their talk page with a friendly message,0,english_dataset,0,english,v1.0,2025-09-11,42,8
Agreeeddddd maHesh midha hatred vesina block cheyadhu mali reply isthe reply isthundi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,85,12
तुम महिलायें हमेशा एक्टिंग करती रहते हो असल में तुमसे बुरा कुछ भी नहीं है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,73,15
केंद्रीय सड़क परिवहन और राजमार्ग मंत्री  ने महाराष्ट्र के गढ़चिरौली में राष्ट्रीय राजमार्ग परियोजनाओं का भूमिपूजन और उद्घाटन किया ,0,hindi_dataset,0,hindi,v1.0,2025-09-11,130,19
मुझे काफी बार गांड मरवाने कहा  जाता है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,38,8
"लाल किला समेत अन्य पर्यटन स्थलों पर लौटने लगी रंगत मस्ती करने पहुंच रहे लोग



",0,hindi_dataset,0,hindi,v1.0,2025-09-11,79,15
in the s to the s the field what a slut seen as what has now become the part of quantum optics that draws not from atomic physics but from solid state physics to this educated englishman this sentence is completely devoid of meaning,0,english_dataset,0,english,v1.0,2025-09-11,232,44
वे बहुत से हिन्दुओं के साथ काम करते हैं,0,hindi_dataset,0,hindi,v1.0,2025-09-11,39,9
p s are you a new user or do you have another account on wikipedia,0,english_dataset,0,english,v1.0,2025-09-11,66,15
hey again i just removed the categories from your user page because those categories are only supposed to be used on articles if you wish you can address yourself to the category categorywikipedians born in which is for users address me,0,english_dataset,0,english,v1.0,2025-09-11,236,41
आरबीआई द्वारा बैंक ऑफ चाइना की ब्रांच भारत में शुरू करने की अनुमति को भारतचीन सीमा विवाद और बॉयकॉट चाइना कैम्पेन से जोड़कर शेयर किया जा रहा है।,0,hindi_dataset,0,hindi,v1.0,2025-09-11,142,28
मैं कई निचली जात के लोगों को जानता हूँ,0,hindi_dataset,0,hindi,v1.0,2025-09-11,38,9
inhofe there is nothing the emergency parent alert can do to miners what the mining company have not already done and done far worse they are the ones literally killing the miners for the sake of profit they are the ones you should be investigating and not protecting,0,english_dataset,0,english,v1.0,2025-09-11,267,48
style color border solid row style align middle padding style size x large padding zero height the anti vandalism barn star style align middle padding uk,0,english_dataset,0,english,v1.0,2025-09-11,153,26
expat internation join for free get social get,0,english_dataset,0,english,v1.0,2025-09-11,46,8
please stop adding inappropriate external links to wikipedia it is considered spamming and wikipedia is not a vehicle for advertising or promotion since wikipedia uses no follow tags additions of links to wikipedia will not alter search engine rankings if you continue spamming you will be blocked from editing wikipedia sites spammers,0,english_dataset,0,english,v1.0,2025-09-11,335,52
मेरे मैनेजर भी एक पाकिस्तानी हैं,0,hindi_dataset,0,hindi,v1.0,2025-09-11,32,6
pehlay tu yeh bata teri bhai ne teri bhen ka rape kiya tu usme se to nahi?salay chutiya log kaunsa zamanay mein rehtay hain. kali gand.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,135,26
hey from cosmic falcon just thought i had said hi and thanks for the new user help you gave me over at my talk good to see wiki has such a friendly community,0,english_dataset,0,english,v1.0,2025-09-11,157,33
"

भारत ने पिछले  घंटों में  रिकवरी ठीक होने की दर दर्ज की जबकि  नए मामले दर्ज किए गए

पिछले  घंटों में  मौतें रिपोर्ट की गईं ",0,hindi_dataset,0,hindi,v1.0,2025-09-11,125,25
किसी ने सही कहा है हिंदुस्तान को सामने से नहीं हरा सकता है तो  काम करो पहला देखो सबसे ज्यादा किसे प्यार है दूसरा सबसे ज्यादा किसकी बैट मंटे है जिसकी बैट मंटे है पैसे का इस्तेमाल करो लेकिन फिर देखो लो,0,hindi_dataset,0,hindi,v1.0,2025-09-11,199,42
"  मोदी सरकार की सबसे बड़ी उपलब्धि अनुच्छेद  हटाना
  

",0,hindi_dataset,0,hindi,v1.0,2025-09-11,54,8
" महामारी के कारण पांच महीने से अधिक समय से बंद पड़ी दिल्ली मेट्रो सेवाएं आज से चरणबद्ध तरीके से शुरू की गई हैं। 

दिल्ली मेट्रो रेल कॉरपोरेशन के अधिकारियों ने बताया कि येलो लाइन पर कोई कंटेनमेंट ज़ोन न होने के कारण सभी स्टेशन खुले हुए हैं। 

 ",0,hindi_dataset,0,hindi,v1.0,2025-09-11,243,47
i am thankful for my job thankful positive,0,english_dataset,0,english,v1.0,2025-09-11,42,8
Irony gaumata ke Naam per terrorism khud phela rakhey hai half chaddi aur half knowledge dangouras hai Islam duniya banne se lekar aaj tak,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,138,24
retweet declares victory by introducing our next governor charlie baker wave,0,english_dataset,0,english,v1.0,2025-09-11,76,11
clausius are many statements of the second law which use different terms but are all equivalent fermi another statement by clausius is heat cannot of itself pass from a colder to a hotter body i think this statement needs to be qualified as heat most certainly can and does pass from colder to hotter bodies to take a macro example if you place two stars of greatly different surface temperatures in the same neighborhood they will both be radiating energy and each will be subjected to incoming radiation from the other body the radiation emitted by each body is proportional to the power of its absolute temperature and is not dependent on the temperature of the other body what whatever are usually interested in is the net gain or loss of energy from a body but whatever should not lose sight of the two way traffic of radiant energy,0,english_dataset,0,english,v1.0,2025-09-11,837,149
मोदी एमएमएस सोन्या राहुल से देश नहीं चलेगा गोली सेना को ही चलानी है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,67,14
other than the obvious endorsement by the two major medical societies publishing it,0,english_dataset,0,english,v1.0,2025-09-11,83,13
"बॉलीवुड के इंफॉर्मेशन ब्रॉडकास्टिंग मंत्री हैं करीना और रणबीर कपिल के शो में करण जौहर ने क्यों कही ये बात 

",0,hindi_dataset,0,hindi,v1.0,2025-09-11,108,20
utc yeah i know and do not forget when lee loo what a slut taken from earth it what a slut if it what a slut like years later it would be not upon trying to figure out exactly when lee loo what a slut born before it would have been bc i simply subtracted from i totally agree with the mix up,0,english_dataset,0,english,v1.0,2025-09-11,291,63
मैं उन अंग्रेज़ों को हसाने जा रहा हूँ,0,hindi_dataset,0,hindi,v1.0,2025-09-11,36,8
आमिर खान झड़ा चिलम मिर्च मत करो हम जालौन के रहने वाले हैं उत्तर प्रदेश अगर कर दिया तो खुद को भी वही मान लेना जो बोल रहे हों और एक बात ध्यान से सुन लो भारत में कुछ भी होता है तो पाकिस्तानियों को खुजली होती है अगर वाहा कुछ होगा तो अब हम उसकी ख़ुशी मिटा भी देंगे मोहम्मद शफीक ने कुछ ऐसा बोला है कि मैंने उसकी बात मान ली और भी मुझे भड़का रहा है।,0,hindi_dataset,0,hindi,v1.0,2025-09-11,341,79
"  रेल यात्रियों के लिए बड़ी खुशखबरी छह जोड़ी और स्पेशल ट्रेनें चलाए जाने का हुआ एलान
  
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,88,16
Are tumhare har gali mohalle mai rape hote hai tumhare yaha ladkio ko nikalna mushkil hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,89,16
आप सभी को यह कैसे स्पष्ट नहीं है की निचली जात के लोग मानव कचरा हैं,0,hindi_dataset,0,hindi,v1.0,2025-09-11,66,16
Jen aurton k sath rape ho un k ley specific department banane ki zaroorat hy tashkhees aur Mujram ko saza dene k ley..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,118,23
redraw of image absolutely immediately thank you so much for offering me the chance to redraw the image of she ua yeah maybe in a week i will get it finished,0,english_dataset,0,english,v1.0,2025-09-11,157,31
KYA Roopa gangguly ke sath rooj he rape hota he,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,47,10
मुसलमान कभी नहीं बदलने वाले इसलिए हमें उनसे छुटकारा पाना चाहिए,0,hindi_dataset,0,hindi,v1.0,2025-09-11,62,11
"पुलिस द्वारा चालान काटने पर मुसलमानो ने उनकी पिटाई की । जो कानून को चुनौती है । यह विडियो बताता है कि आगे हिन्दुस्तान मे क्या क्या होगा। कौन देश चलायेगा । और सबका भविष्य क्या होगा कडवा सच यह है कि  देश को बाहर से ज्यादा अन्दर से बहुत ज्यादा खतरा है
 ",0,hindi_dataset,0,hindi,v1.0,2025-09-11,250,53
@PMOIndia sir mujhe roj news me womens rape ki khabar milte hai eske liya kuch sakhat rules aur banana nahi chayiya hum log bhi safe ho jai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,139,27
i do not understand the what a slut replaced by pictures of indian planes by user who is from india this leads me to think as to why he or she did so both the and are russian the and are japan united states and republic of china united states co produced planes they are representative of american jets not planes from japan or republic of china taiwan both the and texas are equipped with foreign engines thus not fully indigenous even some parts of the typhoon is subcontracted to the united states if you wish to remove planes then remove all except for american russian planes,0,english_dataset,0,english,v1.0,2025-09-11,580,107
que buena very queen venezuela existed murals tan lens the guerra pro que trieste que eaten destined a genre con tan coca notion the la realized como el president the venezuela gran muter example no solo para venezuela para today latinoamerica manito africa por estes murals con la guerra para decor la verbal como bs buena roar a to do un pueblo q buena aedicula happy face or smiley implemented lo maximo que fusion tan buena swing a la colombia talent colombian happy face or smiley que vivaria la musicaaaaa me encarta pasta el hombre me gustav jajajajajaja que buena music jajajajaja que morton the reverential jajajajajaja,0,english_dataset,0,english,v1.0,2025-09-11,628,107
whatever already know his reach does not really extend beyond gamer gate anymore his follower count does not matter,0,english_dataset,0,english,v1.0,2025-09-11,115,19
you are welcome your list generator thing is very helpful also check the notes i added to the list some pictures used by pl wiki are incorrect the one i can remember offhand is a picture of sylvia columbaria being used in the wrong article and i will pass on the other images i keep mostly to biology topics he,0,english_dataset,0,english,v1.0,2025-09-11,310,60
मैं मुसलमानों के साथ बनाने की कोशिश कर रहा हूँ लेकिन वे बहुत ज्यादा प्रतिकारक हैं,0,hindi_dataset,0,hindi,v1.0,2025-09-11,81,16
"Poore Desh me Patel OBC me aate Hain sirf gujrat Ko chor kar may be, ye manuwadiyon bramanwadi kabhi aapko aarackchan nahi denge ye to jis OBC Ko Mila hai usse bhi nafrat karte hain ye khoon aur chamdi ka frak karne waale bharmhanwadi kisi ke sage nahi hain",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,257,49
Ab khichadi tu kar rha hai. Baat rape ki chal rhi hai.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,54,12
Aur koi bolo Mauka mauka.pandya atleast faught jadeja ko maut aa jaye.hate this game hate it,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,92,16
Yad hate hi honke pic.twitter.com/A2KPEq2xqh,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,44,5
How can anyone hate pijjaa ? :'(,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,32,7
bete ne baap ka toh rape kar diya viru ji. @virendersehwag @abpnewshindi @abpnewstv,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,83,13
"Kon gaon Bhai ? Ye Puri duniya 72 virgins k wajah se to pareshan hai, inhi k chalte to sab bomb blasts and killings https://twitter.com/GhaniFaiyyaz/status/886045946705883140 …",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,176,26
मादरचोद चुप क्र वार क्रते ह बीसी ओकत ह तो समने आ क्र लाडो बीसी,0,hindi_dataset,0,hindi,v1.0,2025-09-11,62,15
" में नाम नहीं है इसलिए घर से उठाया जा रहा है  आज आपका विरोध बंद हो जाए तो कल आपका हाल ऐसा ही होगा।

",0,hindi_dataset,0,hindi,v1.0,2025-09-11,100,24
want to see a group of cockroaches interacting watch the parliament fucking idiots,0,english_dataset,0,english,v1.0,2025-09-11,82,13
stop calling me fucking lazy just because i am disabled,0,english_dataset,0,english,v1.0,2025-09-11,55,10
Btw Movie Apne Ko Dekhna nhi Hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,32,7
"दर्द और डर। बिग बी ने छात्रों के लिए अब अपनी आवाज उठाई
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,55,13
abe tu kya hate krega apni sakal dekh pehle fir kisi ke baareme bolna,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,69,14
@chintskap @virendersehwag #terrorism at #THEOVAL !!! Baap se khelne ka shoq poora ho gaya?https://twitter.com/fawadchaudhry/status/876456619110002688 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,152,15
@NeHa_Ji_ #Papu ne Jo dalit gang rape kiya tha khangressi mil ke kahi AAP to ______ sorry AAP jaise hi gande vichar ate hai #MissNehaPapuhttps://twitter.com/vivekayush/status/833708426521956355 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,195,26
"भारतीय और पाकिस्तानी सेना ने मिठाई और शुभकामनाओं का आदानप्रदान किया । किसी भी गोदी मीडिया चैनल के पास देश को यह दिखाने का समय नहीं है । कितने अख़बारों के फ्रंट पेज पर यह खबर थी । अपना बखान करने वाले  इंच का सीना का दावा करने वाले  से पहले राजनीतिक लाभ के लिए ना जाने कितने जीवन का बलिदान करेंगे सावधान 

",0,hindi_dataset,0,hindi,v1.0,2025-09-11,303,63
तुम जैसे अंग्रेज़ पढ़नेलायक नहीं हैं,0,hindi_dataset,0,hindi,v1.0,2025-09-11,34,6
"Rape no 1 state hai MP hai ,or yeh bengal ko badnaam kar rahi hai. Drugs ka over dose le liya roopa masi nai https://twitter.com/ANI_news/status/885801445324234753 …",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,165,26
theek hai.rape to nahi kiya.desh chalta hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,43,7
                        ये साला पाकिस्तान जैसी भाषा बोल रहा इस कटुये को सबक सीखना चाहिए,0,hindi_dataset,0,hindi,v1.0,2025-09-11,87,13
i am actually listening to chopin in the dark right now,0,english_dataset,0,english,v1.0,2025-09-11,55,11
"अखिल भारतीय मौसम चेतावनी बुलेटिन 

पश्चिम राजस्थान उपहिमालयी पश्चिम बंगाल और सिक्किम असम तथा मेघालय एवं सौराष्ट्र और कच्छ के अलगअलग स्थानों पर भारी से अत्यधिक भारी बारिश होने की संभावना है

 विवरण  

 ",0,hindi_dataset,0,hindi,v1.0,2025-09-11,201,33
"पाकिस्तानी डॉक्टरों ने अपना समर्थन दिखते हुए मार्च निकाला 
पाकिस्तानी डॉक्टरों ने पश्चिम बंगाल में हो रही डॉक्टरों की हड़ताल का समर्थन किया",0,hindi_dataset,0,hindi,v1.0,2025-09-11,138,23
Koi bhi kisi ki feelings nai samjhta just hate this,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,51,10
मुझे मुसलमान बेहद पसंद हैं,0,hindi_dataset,0,hindi,v1.0,2025-09-11,26,5
मैं कल एक दलित की मदद करूंगा,0,hindi_dataset,0,hindi,v1.0,2025-09-11,28,7
"लॉकडाउन के दौरान वर्क फ्रॉम होम से हर तीसरे नौकरीपेशा को औसतन  से  रुपये की बचत हुई हालांकि वेतन कटौती ने बचत का गणित बिगाड़ दिया
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,130,26
"सबसे निरर्थक आंदोलन भ्रष्टाचार के विरोध का आंदोलन होता है। भ्रष्टाचार विरोधी आंदोलन से कोई नहीं डरता। एक प्रकार का यह मनोरंजन है जो राजनीतिक पार्टी कभीकभी खेल लेती है जैसे कबड्डी का मैच। 

 हरिशंकर परसाई   ",0,hindi_dataset,0,hindi,v1.0,2025-09-11,206,36
vikas fans hate shilpa hina,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,27,5
Hum Tumhari tarah besharm nahi jo apni behen ke sath rape Kare or use shaadi bataye. Burqe me sab galat hota h,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,110,22
"यूपी ग्रेटर नोएडा में खेलखेल में बच्ची से चली गोली तीन बच्चे घायल एक की हालत नाजुक

  

",0,hindi_dataset,0,hindi,v1.0,2025-09-11,88,17
"प्रधान मंत्री जी ने आज फिर अपने मन की बात बोला । उम्मीद थी कि आज जनता के मन की बात कहेंगे।
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,91,22
"निकल लो वैसे वी शर्म हया तो ह नी
आ जते एचपी इंडियन पेज में दर्द करें
स्वाभिमान ह हाय नी
क्या कर सकते हैं पाकिस्तान में किसी के पास वी नी एच स्वाभिमान आ जाते हैं भारत पेज में अपना गरीब मैं दिखाऊंगा",0,hindi_dataset,0,hindi,v1.0,2025-09-11,196,44
 सिर्फ जीवित रहने का वर्ष है लाभ और हानि के बारे में चिंता मत करो अपने आपको जीवित रखना सबसे ज्यादा जरूरी है।  ये बयान रतन टाटा ने देश के सभी व्यापारियों के लिए जारी किया है।,0,hindi_dataset,0,hindi,v1.0,2025-09-11,173,37
you are a cunt,0,english_dataset,0,english,v1.0,2025-09-11,14,4
UP ke Law n Order Ki To le ke rakhi hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,39,11
वाह जवान शिद्द हो रहे हो तुम केजरीवाल के पीछे लगे रहो वही तुम पर बीजेपी और मीडिया पाकिस्तान का कुछ करो ,0,hindi_dataset,0,hindi,v1.0,2025-09-11,103,22
जाली भक्त पाकिस्तान की या नेपाल की चमचा गिरी तुम करो कियुं भक्त नवाज की दावत अच्छी नहीं थी,0,hindi_dataset,0,hindi,v1.0,2025-09-11,90,19
"पाकिस्तान में शेष बचे हिन्दुओं के लिए भी कोई मानवाधिकार आयोग होना चाहिए।

",0,hindi_dataset,0,hindi,v1.0,2025-09-11,74,13
Aur kuch tou emojies ka rape karte hain,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,39,8
Masla janab society hai... Is society ki approach aur mentality ka masla hai... Yeh poochna ke bachoun ka rape karnay waalay kaun log hai? Janab Woh isi society ka hissa hai aur yahan yeh normalize kiya ja Chuka hai #Pakistan #Pedophiliapic.twitter.com/6bunGIC9AV,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,263,41
"मध्य प्रदेश में  सीटों के लिए होने वाले उपचुनाव के लिए अब कांग्रेस ने भी अपने प्रत्याशियों के नाम जारी कर दिए हैं
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,114,23
उन मुसलमानों को उनके कामों के लिए इनाम देना चाहिए,0,hindi_dataset,0,hindi,v1.0,2025-09-11,49,10
#ZulmKeKhilaf indiame bhi vohi saja honi chahiye rape ki jo saudia me he,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,72,13
paleo mr catfoodisthenewblack,0,english_dataset,0,english,v1.0,2025-09-11,29,3
मेरे दोस्त पूरा दिन बकचोदी करते रहते है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,39,8
kiss thank you for the non answers to my comments,0,english_dataset,0,english,v1.0,2025-09-11,49,10
"प्रदेश के अलग अलग क्षेत्रों में कल चलाए गये ऑक्सीजन जाँच अभियान की कुछ तस्वीरें।
  
  ",0,hindi_dataset,0,hindi,v1.0,2025-09-11,86,15
you are free to not respond to them but you do not have a right to delete them that is vandalism,0,english_dataset,0,english,v1.0,2025-09-11,96,21
police threaten woman for requesting white housemates,0,english_dataset,0,english,v1.0,2025-09-11,53,7
you cannot accuse someone of vandalism simply because you do not agree with what the say it is dark warrior who is harassing me and engaging in an edit war unfortunately tide rolls is highly inefficient and also insist on joining in these attacks his behavior is abhorrent what difference does it make if the page is locked down when only a few a can edit anyway,0,english_dataset,0,english,v1.0,2025-09-11,362,67
मुसलमानों का सत्ता में होना हमारे समाज के लिए बहुत अच्छा है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,59,12
so ban me bully wield your ban hammer for great justice get your sneakers out of it and does not bother to check any facts at all i am sure you feel perfect for defending someone who you presume is female what would happen if helen what a slut male would you still blindly defend someone who what a slut adding in inaccurate information if they were male what if i what a slut female you do not know i could be a supermodel anyway enjoy your power trip wikipedia is so terrible wikipedia does not care about accurate information all they care about are people like you on massive power trips so go ahead feel good about yourself it does not change the truth at all just makes you look bad,0,english_dataset,0,english,v1.0,2025-09-11,688,132
i have been at school since yesterday good morning demi lovato i am a fan from canada,0,english_dataset,0,english,v1.0,2025-09-11,85,17
कोइ भी बांग्लादेशी मरने के लायक नहीं है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,39,8
Yahi jo azaadi gang n jo terrorist atack ho rhe hai ye bahut hatred spread kar rhe hai india ke log littely dare huye ye ksmir ke liye hi ha,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,30
tombstone is useless it produces nothing it survives only because of the legends of wyatt earp it is nothing but a tourist trap and no one who lives there what a slut born there they are all retirees acting as pitiful stage props it is time to shut tombstone down,0,english_dataset,0,english,v1.0,2025-09-11,263,50
address one more do what does best for your health man but do not leave thinking you are not or were not appreciated let me know what you think about the new gibson book,0,english_dataset,0,english,v1.0,2025-09-11,169,34
Ye es liye hate kr rahe hain imran khan ko k choor nawaz k pakre jane k bad chote chooron ka dana paani b khatre main par jaye ga !,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,131,30
imagebaby jpg listed for deletion an image or media file that you uploaded or altered imagebaby jpg has been listed at wikipediaimages and media for deletion please see the discussion to see why this is you have to search for the title of the image to find its entry if you are interested in it not being deleted,0,english_dataset,0,english,v1.0,2025-09-11,312,58
interesting remarks being made about this article vis a vis responsible encyclopedists the techcrunch listing on wikipedia has a number of errors but there is no where are you in hell id ever think about fixing those errors the wikipedia community has completely intimidated me to the point where making a change to that site is unthinkable so muzzle folks are whatever engaging in bullying for truthiness,0,english_dataset,0,english,v1.0,2025-09-11,405,67
Yeh rape wali story bahut purani hai koi nai baat kar,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,53,11
another diacritics proposal is at wikipedia diacritics,0,english_dataset,0,english,v1.0,2025-09-11,54,7
fun unscientific fact about culture most stereotypes are true,0,english_dataset,0,english,v1.0,2025-09-11,61,9
edits i just did another major re do on this article it suffers from creep i do not know who removed all the citations that were in here but please do not do it again remember white sources the article also lost some worldwide refs resulting in a very user centric version i tried to resort a little of info on other nations i encourage editors from outside the united states of america to address more info perhaps here on the talk page or carefully into the article itself but please no links to your farm ok it is very frustrating how many people put in commercial farm links but that said some commercial groups also have some good articles and useful information that while not entirely neutral and not always well sourced also does not appear to be available elsewhere on the web so when the information is accurate please do not remove it just because the link is somewhat commercial unless you can point to a violation of wikipedia policy such as no link farms no links to paid content etc when you can replace a footnote with a more neutral source that is fine i also get the feeling that there are more controversies out there when you edit please be fair to all groups npov is a pillar of wikipedia after all thanks,0,english_dataset,0,english,v1.0,2025-09-11,1226,227
what is your favorite color,0,english_dataset,0,english,v1.0,2025-09-11,27,5
Jnab bat ka rona rohain hain k kb tak ye racisim chalyga .....q in logo ko apny ap se door raka hain .....jb tak in logo ko hum gallein nhi lagayengy us waqt pak se terrorism khatam nhi hoge...,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,193,39
"रीता मिनीता देवयानी बनीं भुक्कड़ रेसिपी चैलेंज की विजेता
  
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,60,9
बीजेपी हो या कांग्रेस माई कोई फ़र्क नहीं जब तक बीजेपी माई जेटली या राजनाथ जैसे लोग हैं तो बीजेपी का कुछ नी हो सकता है,0,hindi_dataset,0,hindi,v1.0,2025-09-11,117,26
मुजाहिद इस्लाम मोदी भक्त थो हमेशा खुश रहेंगे आपलोग का नहीं पता,0,hindi_dataset,0,hindi,v1.0,2025-09-11,62,12
i understand the trepidation in including a review that compares amos to bush and newsom yet again but it is done so to highlight amos skills and the beauty of this album the reviewer also calls the album compelling aside from the comparisons i am actually pleased that he compares amos to two renowned artists that are just as respected and admired as amos also for those who decide to read this page and who have not heard ms amos music i think these sorts of comparisons help give the reader an idea of the kind of artist i e the type of music she produces amos is,0,english_dataset,0,english,v1.0,2025-09-11,567,108
"अपनी पहचान उजागर न करने की शर्त पर बात की कहा मुझे बड़े लोगों की मैयत में जाने में मज़ा आता है एक सेलिब्रिटी की डेथ हुई इसीलिए मैं देखने आया था मैं सोशल वर्कर हूं कूपर अस्पताल में काम नहीं करता खुद को कर्मचारी बताकर पोस्टमॉर्टम रूम में घुसा था 
",0,hindi_dataset,0,hindi,v1.0,2025-09-11,245,51
looking for brandi did you edit looking for brandi into an article solely about the movie as the movie came after the book what a slut of arguably lesser quality and had a number of differences in plot do you not think this what a slut inappropriate instead of getting rid of all the information regarding the book you could have instead split the article into looking for brandi and looking for brandi movie kronecker,0,english_dataset,0,english,v1.0,2025-09-11,418,75
apology in response to you comment in the history of talkwilliam of orange argh who had tried to make an impersonation by putting my internet protocol to another s comment i added the tag when i what a slut reversing the alteration you have just reversed what a slut a mistake by me i am sorry i must have become confused and i made the mistake i apologize unreservedly for any distress or annoyance than you might have suffered because of my mistake,0,english_dataset,0,english,v1.0,2025-09-11,450,83
Agar usi tarah rape ke liye kiya hota to aaj desh ke haalat kuch alag hote,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,74,16
means extinct b better if it is only breed or not you could refine the system a bit if you wished evil grin are resident breeder am migrant breeder winter visitor an accidental then you could have raw for a resident breeder winter visitor,0,english_dataset,0,english,v1.0,2025-09-11,238,44
