text,label,source_dataset,original_label,language_hint
"Bichare ne apna opinion rakha ladkiyo ke baare me, par ladkiya uska rape kar rahi hai",0,combined_hate_speech_dataset_2,0,hinglish
Iss se acha tha jo terrorism pe paisa barbad pakistan kr rha hai vo apne koom ke tarki mai lagata tou aaj pakistan itni garib mulk nhi hota,0,combined_hate_speech_dataset_2,0,hinglish
apna dhanda chalate.sasti or farzi deshbhakti dikaho.logo ko ladwao.hate failao.khoob maal kamao,1,combined_hate_speech_dataset_2,1,hinglish
"Sab yahi ki thi rape kiye,tum huye.",0,combined_hate_speech_dataset_2,0,hinglish
Sir ap Kashmir wala terrorism pehlay khatam kerwa dain...!!! Aurto aur bacho ko maarna Terrorists ka kam hai Army ka nahi...!!!,0,combined_hate_speech_dataset_2,0,hinglish
"@sudhirchaudhary aaj phli baar aap ka DNA programme dekha . bhai terrorism k alwa kuchh nhi hota, chee news chee",1,combined_hate_speech_dataset_2,1,hinglish
mein to teri maa ke paas se guzra to us ne apna giraban phaar ke mujh pe rape ka ilzam laga dia. phir tu paida huwa. hahahahah,0,combined_hate_speech_dataset_2,0,hinglish
Devdasi bana kar mandir me rape kiya hai,0,combined_hate_speech_dataset_2,0,hinglish
jahan har 7 mint mei ak rape hota hai khud ko safe rakh nahi sktay aur humain batain kartay ho @SaswatiDash3,1,combined_hate_speech_dataset_2,1,hinglish
aree Maine dekha h varia fans shraddhu ko hate karte h aur varshra fans alia ko isliye,0,combined_hate_speech_dataset_2,0,hinglish
"aur tumhra bhai, abba khud tum logo ka islamic rape kar dete he,",1,combined_hate_speech_dataset_2,1,hinglish
Achi baat hai koi toh hate karta hai,0,combined_hate_speech_dataset_2,0,hinglish
Bilkul sahi bole ! Tumhara desh tumhare terrorism kartuton k liye hi chota bann gaya hai duniya k samne,1,combined_hate_speech_dataset_2,1,hinglish
Inka malik bolega tab bhokenge ye. Abhi koi Brazil se koi hate video aya nai hai shayad.,0,combined_hate_speech_dataset_2,0,hinglish
Bhai ghalat bat Ni 93% rape case hain,0,combined_hate_speech_dataset_2,0,hinglish
For modi Bhakts who hate jageera,0,combined_hate_speech_dataset_2,0,hinglish
Aaj phir ek raajneta aaya aur mere shahar ka rape karke chala jaayega,0,combined_hate_speech_dataset_2,0,hinglish
Tumhari aukat guy ki moot peene ki hai sale guy ko mata mante hai fir uska rape karte hai,1,combined_hate_speech_dataset_2,1,hinglish
Jaa Kay apny behan ky izaat bacha koi rape kaar raha Hoga,0,combined_hate_speech_dataset_2,0,hinglish
Bhai...agar usse hate karta hai..toh ignore kar naa uske related post..hatred kyoun baraha raha hai..,0,combined_hate_speech_dataset_2,0,hinglish
@ShAhZad8787 pti main lote hate hai khurram bhai,0,combined_hate_speech_dataset_2,0,hinglish
"Jo trains pakistan se aa rahi thi,separation ke time pe,usme hatyaye aur rape kyun hue.Jinahne bola tha kya.",1,combined_hate_speech_dataset_2,1,hinglish
"bhai inke, moitarma ke 'rape' wale comment per maine likha, rape koi bhi kare, uski bhartsna honi chaye, rape ek bemari hai,kya galat kaha?",0,combined_hate_speech_dataset_2,0,hinglish
Bharat me rahne wale bhartio par goli chala rhe hai Sarkar rape kar rhe hai or kya kar rhe hai,1,combined_hate_speech_dataset_2,1,hinglish
Tere baap ka hai india tu sirf eik hate monger hai jis ki na koi okat hai na dharm oor hater agar brotherhood se itni nafrat hai thn 1/2,0,combined_hate_speech_dataset_2,0,hinglish
Kuch indians itne ghatiya ho chuke hain k cricket ki baat kro tu terrorism k randi rone shru krdete hain,1,combined_hate_speech_dataset_2,1,hinglish
"Yahan hum safe hain ,India ke tarha rape ke tension nhi hai",0,combined_hate_speech_dataset_2,0,hinglish
Tumlog kaunse wafadar kutte ho ladkiyo ka rape karte waqt wafadari desh ke liye kaha jati hai ? Guy bail jaise tuche janwar 1/2,1,combined_hate_speech_dataset_2,1,hinglish
Aaplog bhi thapthapao keuki up rape murder chori dakaiti jatwad me tarakki ki hai media ne apna roll bakhubi nibhai hai,0,combined_hate_speech_dataset_2,0,hinglish
I hate pinky Shivay ka dard usko dikhai nhi deta #Ishqbaaz,1,combined_hate_speech_dataset_2,1,hinglish
Rape chori dakaiti murder jatwad itna badhane ke bad PM moooodi up ko aage badhate najar se dekhate hai.,0,combined_hate_speech_dataset_2,0,hinglish
Potato.... I hate milagai bajji... I eat only vaalaikai and potato bajji...,1,combined_hate_speech_dataset_2,1,hinglish
Koi us bandar ko pahari se dhakka ya mukka marke pekh do.I hate that chepdi ragini.,1,combined_hate_speech_dataset_2,1,hinglish
Abe to ye sharam ki baat he Pakistan k liye. Vha insan safe nhi he. Salo tumne khud ko Narak banak rkha he. Salo terrorism ki aulad,1,combined_hate_speech_dataset_2,1,hinglish
Sir  ji NEWS wale  to pakistan INDIA ki haar jeet per debate kar  rhe  hai murder rape  to aam  ho gaya  hai NEWS walo  ke liye,0,combined_hate_speech_dataset_2,0,hinglish
Inki ristedar ka rape hua hai is Hospital me jispe ye pattharbaaji kr rhe the,0,combined_hate_speech_dataset_2,0,hinglish
Are tu hindu nahi hai tu eik fake hai without ny identity oor india tere baap ka nahi hai woh humara hai kisi free bethe hate monger ka nahi,0,combined_hate_speech_dataset_2,0,hinglish
"haan tum log tou apni indian females ka rape kar dete hoon, tou kashmir main rape aur killing karna tou joke he hoga tumhare liye",1,combined_hate_speech_dataset_2,1,hinglish
"tumhari tou india main har female ka rape hua wa hai, tum hara tou har bacha he haram ka hai tou tumhe bachoon ka kiya dukh hoga",1,combined_hate_speech_dataset_2,1,hinglish
I hate you Paresh Raval tum Sachendulkar ji k bare me galat nahi bol sakte kyoki vo Bharat ratan h tumari unse apsabd bolne ki aukat nahi h,1,combined_hate_speech_dataset_2,1,hinglish
Aur jo India ma har 8 min mai rape hota hai uska kiya? Kiya who bhi Pakistan hi karwata hai?,1,combined_hate_speech_dataset_2,1,hinglish
"Kya tume lagta hai ,agar islam nahi hota kashmir mai to ,kya terrorism hota kashmir mai. Nahi. https://twitter.com/uzairmehdi/status/877139494553530368 …",0,combined_hate_speech_dataset_2,0,hinglish
Beta jaa apni maa behno ka khayal rakh roz india mai  tumharay log apni maaoun aur behno ka rape kartay hain.sharam say doob mar ja,1,combined_hate_speech_dataset_2,1,hinglish
Kuttay ja K Kar rape Apni maa ka bc maa agar budhi hai toh Behan ka Kar salaay rapist,1,combined_hate_speech_dataset_2,1,hinglish
Bhai jab tumne decide kar hi liya hai ki tumhe ek qaum ko hate karna hi karna hai to no can 1 change u. It's up to u 2 think sensibly,0,combined_hate_speech_dataset_2,0,hinglish
Jis rape ke laws and rules ko koi darta nahi un law ans rules ki desh ko kyu hai jarurat..?,0,combined_hate_speech_dataset_2,0,hinglish
Tum apne maa bahno ka rape iss tar karte ho ki Rape Rate ki race me hume bhi piche patkte ho,0,combined_hate_speech_dataset_2,0,hinglish
Unka to confidence hi rape ho gayi...,0,combined_hate_speech_dataset_2,0,hinglish
Stupid Endian Muslim • rape toh bande hotay nahi hai delhi mein batain tum Muslims ki kartay ho phattu RSS say lar na aur Gua Rashkhe say,0,combined_hate_speech_dataset_2,0,hinglish
Nhi Allah ka shukar ha pakistan mei sb kuch ha hr naimat.Khush haal mulk ha agr @narendramodi #terrorism aur sazishen bnd kr dy #uglyindians,0,combined_hate_speech_dataset_2,0,hinglish
Or jo log apni daughter se rape karte hai.unko kya kahenge,0,combined_hate_speech_dataset_2,0,hinglish
ab sab chup rahenge manak ji dusre kare to koi terrorism ni hai,0,combined_hate_speech_dataset_2,0,hinglish
#ZulmKeKhilaf aurto par hone wale rape ko roko modiji 3talaq k naam par aurto ki himayti dikha kar rajniti mat karo pehle isko rolo fekuuu,1,combined_hate_speech_dataset_2,1,hinglish
"I hate jihadi bhai, and also hare bhakt, dono kamine hain",1,combined_hate_speech_dataset_2,1,hinglish
aap jitna nich nhi hi m ki kisi ko rape ki dhamki du hai ko mc maarne ka dhamki dega uski maa behan ek kr dunga.,0,combined_hate_speech_dataset_2,0,hinglish
rape ka dhamki kb diya???SS dikhao ya aap bhi Vanda singh ki behan ho #Ajitdowal,0,combined_hate_speech_dataset_2,0,hinglish
"Stop hate speech/comments pa ji... Dusro par bharosa kar k apnay shayad kuch ziyada hi keh Diya..  Result ""Dhiskiyaoooo""",0,combined_hate_speech_dataset_2,0,hinglish
hahahahahha fazool mee lambi karny ka kiya faida mere bhai Wasey bohat ajeeb baap hai apni betiyan nahi bacha pata rape hony sy,0,combined_hate_speech_dataset_2,0,hinglish
"Tu kab se koshish kar raha hai, India me illigal conversion me. Tum sab haramzade ho. Tumhare purkho ke rape hue",1,combined_hate_speech_dataset_2,1,hinglish
Yoga baad m karna.. pehle ye gudgaon noida delhi k rape cases ka kuch karo...,0,combined_hate_speech_dataset_2,0,hinglish
Mana be kiya tha Bahir na nikalna wrna rape hojaye ga lundistan mai har koi tau rapist hai,1,combined_hate_speech_dataset_2,1,hinglish
Yeh koi delhi nhi jahan buson main rape hoty hain smjhaa,1,combined_hate_speech_dataset_2,1,hinglish
Sali kutia rapists hain Teray mulk mai Bahir na Nikli rape hojaye ga Teray pak Aja safe hojaye gee,0,combined_hate_speech_dataset_2,0,hinglish
"@narendramodi Roj ek rape ho raha hai,, kaha gaya 56inch ka senaaa.....",1,combined_hate_speech_dataset_2,1,hinglish
Agar rape ka comment padkar thodi si bhi sharm ati hogi tuje apne logo pe to apne pair se chappal nikal kar apne muh par marna,1,combined_hate_speech_dataset_2,1,hinglish
Tumlog ladkiyo bhed bakrio ki nazar se dekhte ho jaha mile sirf rape karne ka aur mera madarsa aurto ki izzat karna sikhata hai rape karna n,0,combined_hate_speech_dataset_2,0,hinglish
tum phly apnay desh ko rarest logo say bachao jo masoom girls ko gang rape kart hy then telus,0,combined_hate_speech_dataset_2,0,hinglish
#ZulmKeKhilaf 2014se bharat me dange rape badhe he kya yahi he vikas????,1,combined_hate_speech_dataset_2,1,hinglish
Es eid me . chara khane wale ek or janwar ka ka kima banega. I like it But i hate non veg.,0,combined_hate_speech_dataset_2,0,hinglish
aur tum mata ka rape ais Tara karty ho jasy tumary liya race ho.,0,combined_hate_speech_dataset_2,0,hinglish
Jb delhi rape hua zalim rappist ko saza di gai hmne ibsaf ko bosa liya lkin kya bijnore kand rape ni thi ...,0,combined_hate_speech_dataset_2,0,hinglish
Aaj se main bhi upma ko hate karne laga hoon...,0,combined_hate_speech_dataset_2,0,hinglish
3/ Tumhare purkhe kamzor the. Apni aurato rape hone se nahi bacha paye,1,combined_hate_speech_dataset_2,1,hinglish
"2/ Muslim invaders ne tumhari Daadio, nanio ko rape kiya",1,combined_hate_speech_dataset_2,1,hinglish
Mr.Rishi kapoor Sb pahly apne mulk ko dekho tumhere log bokh k marey mar rhy han or dosri taraf rape tumhere mulk sy khatam nai huty,0,combined_hate_speech_dataset_2,0,hinglish
Sale muslims se hate nahi karta hm...Tujh jaise pakistani suwaro se karte hai...Suwar ke bacche,0,combined_hate_speech_dataset_2,0,hinglish
I hate bre bre nails wali kuriyan ... susti le k ghomti hen yaak,1,combined_hate_speech_dataset_2,1,hinglish
Yahan sab AB fan hai...isliye SRK ko hate krte...aur SRK ko hate krte isliye Aamir Salman ko like krte,0,combined_hate_speech_dataset_2,0,hinglish
bhai aap log srk sir ko 300 cr nahi karne doge. Wo bechare sabke paun pakadte hai aur aap phir hate le aate ho unke liye,0,combined_hate_speech_dataset_2,0,hinglish
#ZulmKeKhilaf jab nirbhya ka rape huwa tha to pura desh uske saath khda tha aur bijnor me rape huwa to kisi ki awaz tak nahi nikli,1,combined_hate_speech_dataset_2,1,hinglish
Ha...jaise bijnor rape kaand wale ko hui hai usi traha,0,combined_hate_speech_dataset_2,0,hinglish
"Tujhey India mein ladkiyon kaa rape dikh rhaa hai. Parr India meinMitti Ko Maa aur Aurat Ko Maa Durga maan kr puja hoti hai, woh nhi dikhta.",1,combined_hate_speech_dataset_2,1,hinglish
Jaha dekho waha rape rape koi kuch bolega bhi kese unke hi admi jo he,1,combined_hate_speech_dataset_2,1,hinglish
#zulmkekhilaf SB k desh men me zulm rape n murder badh raha hai r Modi kahta  h k desh badh raha hai #ZulmKeKhilaf,1,combined_hate_speech_dataset_2,1,hinglish
Spread karne na karne se Kuchh nahi hota. Indians pakistan se sirf terrorism khatm karne ki baat bolte hai. Na kam na jyada. Rightly so.,0,combined_hate_speech_dataset_2,0,hinglish
dhamki dene wale rape ki paidaish hi hain saale,1,combined_hate_speech_dataset_2,1,hinglish
Yogi tere raj me roze dar ladki ka rape hua !!,0,combined_hate_speech_dataset_2,0,hinglish
Waha to awaz nahi nikalti hai kyuki wo rape hindu bhai ne kiya na wo crimanal nahi hai jao jakar pehle rape karna band karo phr bhonkna,1,combined_hate_speech_dataset_2,1,hinglish
Yogi tere raj me rape bad gaya !!,0,combined_hate_speech_dataset_2,0,hinglish
Hahaha...kr lia ..theek Kia muje pta ta zarur kroge ..ab ABVP pe aagye arey kisko rape ki dhamki di Gurmehar ko? bhai wo banda ABVP ka ni ta,0,combined_hate_speech_dataset_2,0,hinglish
Wahi Jo mera naam leke I hate you wale tweets karti hai,0,combined_hate_speech_dataset_2,0,hinglish
Bhikh me Mila hu desh baris se bachne ki aukat nai baat karte Ho rape karne ki benched zinda jala do Pakistan ko,1,combined_hate_speech_dataset_2,1,hinglish
Jitne rape cases hue sab rapists ko phansi do phir dekho India me kese hamari maa bahen Safe hoti hen #ZulmKeKhilaf,0,combined_hate_speech_dataset_2,0,hinglish
Delhi me bhi gang rape ispe kab tok lagegi,0,combined_hate_speech_dataset_2,0,hinglish
Indian : maharashtara me rape hua !!,0,combined_hate_speech_dataset_2,0,hinglish
Kisi judge ki beti ya poti ke saath hua hota tab pata chalta ki iss society mein rape ki saza sirf maut ho sakti hai..tabhi rukenge rape.,1,combined_hate_speech_dataset_2,1,hinglish
"aap log indians, terrorists ko paida karna chorh do , terrorism khud khatham hojayega.#stopfundingterrorism",0,combined_hate_speech_dataset_2,0,hinglish
Bijnor me rape !! Insaniyat sharamsar !! Lkin wajahid k nazdeek rape jurm ni !!,1,combined_hate_speech_dataset_2,1,hinglish
Bijnor me rape !! Insaniyat sharamsar !! Lkin naqwi be zameer !!,1,combined_hate_speech_dataset_2,1,hinglish
Aise hi rape hote rahenge jabtak rape ko rarest of the rare case maan kar rapist ko  death sentence nahi diya jayega... period! https://twitter.com/ani_news/status/877056177665855488 …,0,combined_hate_speech_dataset_2,0,hinglish
Tajmahal aap k samajh se bahar ki cheez hai rape karna  aap ka pesha hai aap Mohabbat ko nahi samjhenge...,0,combined_hate_speech_dataset_2,0,hinglish
@virendersehwag virender  sehwag  tumhara  to  rape  hogaya  final main,0,combined_hate_speech_dataset_2,0,hinglish
Bijnor me rape aur wo bhi polce man kitni sharam ki baat he @nmodi kaha gya aap ka power #ZulmKeKhilaf,1,combined_hate_speech_dataset_2,1,hinglish
7 saal ki bacchi ka rape hua gurgaon me or aaj bhi log mansikta ki bajay kapdo ko dos dete hai.,1,combined_hate_speech_dataset_2,1,hinglish
Thik usee tarah terrorism bhi muslim bina mumkin nahi,0,combined_hate_speech_dataset_2,0,hinglish
Abe tere Mami Ko suar ne rape Kiya tha kya jo tu peda hua or bol Raha hai .,0,combined_hate_speech_dataset_2,0,hinglish
Bharat jaise bimar democracy me @RanaAyyub ka koi kuch bigaḍ payega ka ? E agar pak me hoti to abtuk Eska rape ho chuka hota ? https://twitter.com/malviyamit/status/876854579287085056 …,1,combined_hate_speech_dataset_2,1,hinglish
tujhe to 99% log hate karte hai tu kab le raha hai??,0,combined_hate_speech_dataset_2,0,hinglish
#ZulmKeKhilaf rape band karna he to islami qanun ko apnavo,0,combined_hate_speech_dataset_2,0,hinglish
#ZulmKeKhilaf indiame bhi vohi saja honi chahiye rape ki jo saudia me he,0,combined_hate_speech_dataset_2,0,hinglish
Tumhare statements se toh tum khud ek rape karne wale lag rhe ho ! Report Kari tumhare us tweet ko ?,0,combined_hate_speech_dataset_2,0,hinglish
@yadavakhilesh ka ho ac me sutal hai ?rape crime 175%badha hai.aise to 2019 v gya .aapko is per jan andolan krna chahiye.rode pe aaeye jnab.,0,combined_hate_speech_dataset_2,0,hinglish
Wo bhi apni ammi se pooch k aao ki 13 baar rape hone k baad phhna bnd kr diya kya?,0,combined_hate_speech_dataset_2,0,hinglish
@chintskap aur phr bhe tera sasta nasha na utra ho to zara kashmire ke traf dekhe terrorism kon pehla rahe hain,0,combined_hate_speech_dataset_2,0,hinglish
"Doosri baat ye k kon terrorism mn hey, kon nai hey...dunya jaanti hey. Pakistan tuo khud iss ka shikaar hey jnab.",1,combined_hate_speech_dataset_2,1,hinglish
"@chintskap aur hum par terrorism ka label lagane wale, duniya ache tarah jante hai aur tu bhe india is the main base of terrorism...",1,combined_hate_speech_dataset_2,1,hinglish
Chal pata nhe kitni khae he ek Mari to bacho tarh khush rape krdala poora match me 30 over me dher,0,combined_hate_speech_dataset_2,0,hinglish
Aap to jaahil ho jaahilon jeaa attitude kabhi apka fan hua karte the par ab pata chala ap dil ke buht kaale ho hate u,1,combined_hate_speech_dataset_2,1,hinglish
Q tumhare rape honay k baad ab pehenti he nahe kiya? Adat se hogae hoge. Nahe?,0,combined_hate_speech_dataset_2,0,hinglish
Bro!! Ushaanza kum hate dogo,0,combined_hate_speech_dataset_2,0,hinglish
@imVkohli  virat bhai agar haar na hi tha to south africa se haar jate Pakistan team se harne ki kya jarurat thi? I hate your captaincy,1,combined_hate_speech_dataset_2,1,hinglish
"Na minorities pe drama banta hai, na hate aur bigotry pe drama ban raha hai, na politics pe drama ban raha hai aur na kisi aur cheez pe+",0,combined_hate_speech_dataset_2,0,hinglish
Yad rakhana India ki haar ke baad jo Indian log phatake fod rhe hai wohi log kal chalake bom phodege. #INDvPAK #India #terrorism,1,combined_hate_speech_dataset_2,1,hinglish
paida hoga aur rape karega tab hum maar dalenge usko ab kya,0,combined_hate_speech_dataset_2,0,hinglish
Aur raha sawal terrorism ka to tum logon se ziyada to koi hai he nahi atankwad :) jo apne he kisano ka khoon baha rahe hain :(,1,combined_hate_speech_dataset_2,1,hinglish
I hate dudh ch malai.,1,combined_hate_speech_dataset_2,1,hinglish
Sir yesa rule nhi ban sakta ? City ke har shop aur makan me cc camera lagna aniwar ho yesa agar ho jaye to rape jaise ghatna kuch had tak ru,0,combined_hate_speech_dataset_2,0,hinglish
Future ke terrorist hai ye log ...essi masjid me bhi terrorism ka hi path padaya Jata hai,1,combined_hate_speech_dataset_2,1,hinglish
@PMOIndia @narendramodi @VasundharaBJP @BJP4Rajasthan @aajtak @ZeeNews @rajnathsingh rape ke liye kanun be badalav lane ki jarurat kyu nahi? pic.twitter.com/GkM392yEyK,0,combined_hate_speech_dataset_2,0,hinglish
is Horn ki Awaz se to hate gi Indians ki Bro,0,combined_hate_speech_dataset_2,0,hinglish
Tere yaha to rape normal hai isliye report nahi karte. Jitne pak ne run banaye usse jyada log roj marte hai bomb blast me. Uspe ro sale ...,0,combined_hate_speech_dataset_2,0,hinglish
thakuron ki naak kata di bhai tune i hate you.. you are so selfish. apne naam ke age se singh lagana chor de bhai tu thakur nai hai gola hai,1,combined_hate_speech_dataset_2,1,hinglish
"Bhai Ek kaam kar Book hi publish Karde ""101 Reasons to hate kohli""",0,combined_hate_speech_dataset_2,0,hinglish
bhai hate failane ke alawa kabhi aur kuch kar liya karo :),0,combined_hate_speech_dataset_2,0,hinglish
Aaj bhi halat jaise ke tese. 2 sho ke phone aaye. Sp traffic ko bhi bataya. Lekin nahi hate wahan. Ab to car bhi khade ho gayi,0,combined_hate_speech_dataset_2,0,hinglish
"@myogiadityanath @narendramodi gang rape or rape karne walo k liye ek hi sazaa, unka ling kaat dia jaay. Tabhi yeh sab mamle band honge.",0,combined_hate_speech_dataset_2,0,hinglish
@narendramodi Aur ek rape in Yogi Raj.Kya Saheb. https://twitter.com/HindiJKR/status/877027140549484544 …,1,combined_hate_speech_dataset_2,1,hinglish
jab tk rape ke liye faansi ka kanoon nhi banta tab tk ye rape aise hi hote rahnge..kyunki inko naa to kanoon ka bhay hai aur na hi police ka,0,combined_hate_speech_dataset_2,0,hinglish
Aapiye sabse jada hate failte hai sabse pahle inko saaf karo,0,combined_hate_speech_dataset_2,0,hinglish
"Kon sa pyaar ap dekhana chahte Ho hamen,95000 ko Shaheed Kar k, rape Kar k Kashmir ko graveyard mai tabdeel Kar k an kon sai pyaar Baki hai",0,combined_hate_speech_dataset_2,0,hinglish
"@imVkohli (1)Bhai GD mrng.. Jo v ho gaya use sab vul kr, Anewali west indies series ke liye dhyan do. Haters kaa to kaam hai hate krna,",0,combined_hate_speech_dataset_2,0,hinglish
"Kam Sey Kam budapa mein to Sudhar  Jao , yahan koi rape nahi ho raha tum muhajir, Baloch  aur Pashtun ki Chinta karo",1,combined_hate_speech_dataset_2,1,hinglish
@narendramodi sir aaye din hamare desh mai jo gang rape hota hai ladkiyo ke  sath usko insaaf dilane ke liye aap kaunsa law banayenge???????,0,combined_hate_speech_dataset_2,0,hinglish
Ok ..par dhyn na hate padhai se ..doctor banna hai ...majak nai hai ...samjhi ...,0,combined_hate_speech_dataset_2,0,hinglish
yes pakistan Got sweets Khairat Mein to  mili hai  rape to hota hi nahi pakistan mein bomb blast terrorists bhi paida nahi hote hai na,1,combined_hate_speech_dataset_2,1,hinglish
lakhoon k hisab say rape hote hain india main apni ma say pochna tu bhi kisi rapist ki aulaad tou nahi?,1,combined_hate_speech_dataset_2,1,hinglish
Madarson me jaane walon Se aur kaisi bhasha ki ummeed Kar sakte hain? Badtameezi aur terrorism hi to seekha hain inn logon ne,1,combined_hate_speech_dataset_2,1,hinglish
Tera baap to to teri ma ko mullon ke hatho rape hote chod gaya tha.Tu to illegitimate hai..,0,combined_hate_speech_dataset_2,0,hinglish
Sab se bada criminal indians hai  apne bahnu ko b nai bakshte ho khali rape karte ho jab b mei zee news ya aj tak pe aata hu khali rapes,1,combined_hate_speech_dataset_2,1,hinglish
@narendramodi rape ke against kanoon me badlaw ke liye aur kitni bahu betiyon ki bali chadhwaoge.. Do something plzzz,0,combined_hate_speech_dataset_2,0,hinglish
Lol ! Aaja bhai le le tu Kashmir ... inko toh hum fashi dekar marenge.. we don't hate pakistan n pakistani.. but this is intolerable..,0,combined_hate_speech_dataset_2,0,hinglish
"@narendramodi bihar ki real sthiti dekhe, rajya ke pal aise the jo bihar me lit pat dahej dalit rape crime daily ho rahe , ab desh me karne",0,combined_hate_speech_dataset_2,0,hinglish
Pearl palace jesi jaga ho Jahan us city koi hate kesay ker sakta.,0,combined_hate_speech_dataset_2,0,hinglish
"Chori ek paise bhi hoti hai aur lakhon ki bhi. Chori, chori hai !Terrorism is terrorism, ek maaro ya hazaaron !!Don't try to defend yourself",1,combined_hate_speech_dataset_2,1,hinglish
Ab jo bhi ho tera to rape hogai re baba,0,combined_hate_speech_dataset_2,0,hinglish
Sir terrorism band kar do kya matlab hum to kab say kar rahay hain is Kay khilaf kar rahay hain hamari army kar rahi ha par ap bi kuch karo.,0,combined_hate_speech_dataset_2,0,hinglish
Tumhari aukat kya hai midi se chudna apnay bachon ko unse jalwana or rape karwaana lol nahi tum lul ho Rip,1,combined_hate_speech_dataset_2,1,hinglish
Indian apni behan k sath rape karte huey,1,combined_hate_speech_dataset_2,1,hinglish
"Chutiye  Pakistani logo tumara ghar me toh ma, bhen k b sathe rape karte hai....",1,combined_hate_speech_dataset_2,1,hinglish
Are wo Teri baaji hongi jo tujse rape karwati hongi. .....isme kya hai? ???,0,combined_hate_speech_dataset_2,0,hinglish
Abe Bharath baap hai thera pakistan ka.. terrorism ka bheed hai thumara saara desh..,1,combined_hate_speech_dataset_2,1,hinglish
yakeen maan bachay tujhay kuch nahi pata asay hii boli jaa raha ha ghr ja sakoon say soo ja you know nothing about Pakistan and terrorism,0,combined_hate_speech_dataset_2,0,hinglish
Ap bhi kashmiris pe pallet guns ki terrorism use krna chor den balke behter hoga kashmiris ko bhi chor den,0,combined_hate_speech_dataset_2,0,hinglish
Tum Kashmir aur Balochistan mein terrorism band kro Piece khudi aa jaye ga!,0,combined_hate_speech_dataset_2,0,hinglish
Hahaa  bhai ap jakey apney maaata gaein ka peshab peeyo.. Bathroom nhe .. Apni maaa behn ka rape krne band kro.army ko roti nhe detay.,0,combined_hate_speech_dataset_2,0,hinglish
Izzat se yaad ... ap ke ghar ki Maa behn ki izzat bachi hoi hay yah....??? Wo kia hay na aj kal Endia main rape kuch ziada hi ho rahy hain,0,combined_hate_speech_dataset_2,0,hinglish
Sahi bat hai didi ji ye harami shale asukat bhul hate hai aapni,1,combined_hate_speech_dataset_2,1,hinglish
Woh to filmo wala tere bhai to actual mein rape kar rahe hain. Pahley apney andar jhank kar daikh phir doosron ko bol.,1,combined_hate_speech_dataset_2,1,hinglish
Inko bolna nahi ata isi liye jb lrki mujhe choro keh rahy hoti ha to wo mujhe chodo boldeti ha aur saley chodo sun k rape krdete hain randi,1,combined_hate_speech_dataset_2,1,hinglish
I jz hate ths looser reason being Jo sala apne baap ke diye naam ki ijjat na kar saka usse or expct b kya kiya ja sakta hai 1/2,1,combined_hate_speech_dataset_2,1,hinglish
Ye terrorism islam ka hissa nhi ha,0,combined_hate_speech_dataset_2,0,hinglish
Hum khud terrorism ka shikar the,0,combined_hate_speech_dataset_2,0,hinglish
abey tumhare tattu Kalbushan jese Haramkhoor or phattu yaha aa kar terrorism karte hain.,1,combined_hate_speech_dataset_2,1,hinglish
"Indians mauka mauka, rape and aur ghatiya ads bnayein. Baap baap krte rahain. Theek hai. Hum kuch bol dein toh yahan sab ko aag lg jati hain",1,combined_hate_speech_dataset_2,1,hinglish
Teri maa ka rape ho gaya? Aisa mat bol be.. khud hi aa gayi wo apni gaand chudwaane.. uski garmi dekh ke tu thanda ho jaega..,0,combined_hate_speech_dataset_2,0,hinglish
Kabhi rape case kia hai ?,0,combined_hate_speech_dataset_2,0,hinglish
"Tum kaha se aaye ho sabko pata hai, Muslim invaders rape kiya tha tumhari Dadeeo ko",0,combined_hate_speech_dataset_2,0,hinglish
Bht bap bap kra tha na kya hua tv Kahan tuthay lol lundistan mai tuthay  kisi rape ki paidawar isliyai kehtay Kam bola Karo,1,combined_hate_speech_dataset_2,1,hinglish
Abey fake Arab apni behen ka rape karke thak gaya.  Tum Arab nahi ban sakte. Tera DNA Hindu tha aur Hindu rahega. Blood test karwa,1,combined_hate_speech_dataset_2,1,hinglish
Agar tum dur se hi bologe tb tk to thik nai to hate ke chakkr me nibta bhi degi tumko..bandi kadak hai,0,combined_hate_speech_dataset_2,0,hinglish
Pura mood kharab kar kiya Hellll!!!! Pehle se hi mood kharab tha abh phir I hate Twitter!!!,1,combined_hate_speech_dataset_2,1,hinglish
salay hamari jeet ko bhe terrorism kehta hai,0,combined_hate_speech_dataset_2,0,hinglish
Na yr Lucknow kyu nei jayenge har jagah hate hai sr,0,combined_hate_speech_dataset_2,0,hinglish
Chutiye sunn teri tarha hum sarak par susu nahi kartey aur larkiyon ko ozzat dete hai we dont rape them,0,combined_hate_speech_dataset_2,0,hinglish
@Nids__ nidhi aaj se tu meri dushman  hate u,1,combined_hate_speech_dataset_2,1,hinglish
"Abhi Na rooka,toh Najane @narendramodi  Sir kitni Ladkiyan ki zindagi Barbad Ho jayegi ,Stop rape #Makeindiasafe #strictpunishmentforrape",0,combined_hate_speech_dataset_2,0,hinglish
dushman ka dushman dost hota hai na we both hate our 7 phuphoz,0,combined_hate_speech_dataset_2,0,hinglish
Ek nahi 100 cup chai bhar ke lelo .... bus yeh terrorism band kar ko.... Cup se kuch nahi hota Kashmir toh ab bhi Humara hai,0,combined_hate_speech_dataset_2,0,hinglish
